Responder_ID;submitdate;lastpage;startlanguage;seed;startdate;datestamp;Introduction;QID01;Instr1;P1Know.P1Know01.;P1Know.P1Know02.;P1AttitudesA.P1AttitudesA01.;P1AttitudesA.P1AttitudesA02.;P1AttitudesA.P1AttitudesA03.;P1AttitudesA.P1AttitudesA04.;P1AttitudesA.P1AttitudesA05.;P1AttitudesA.P1AttitudesA06.;P1AttitudesA.P1NeedA01.;P1AttitudesA.P1NeedA02.;P1AttitudesB.P1AttitudesB01.;P1AttitudesB.P1AttitudesB02.;P1AttitudesB.P1AttitudesB03.;P1AttitudesB.P1AttitudesB04.;P1AttitudesB.P1AttitudesB05.;P1AttitudesB.P1AttitudesB06.;P1AttitudesB.P1NeedB01.;P1AttitudesB.P1NeedB02.;P1AttitudesC.P1AttitudesC01.;P1AttitudesC.P1AttitudesC02.;P1AttitudesC.P1AttitudesC03.;P1AttitudesC.P1AttitudesC04.;P1AttitudesC.P1AttitudesC05.;P1AttitudesC.P1AttitudesC06.;P1AttitudesC.P1NeedC01.;P1AttitudesC.P1NeedC02.;P1Use01;P1Use01b;P1Use01b.other.;P1Use02;P1Use02b;P1Use02b.other.;Instr2;P2Know.P2Know01.;P2Know.P2Know02.;P2AttitudesA.P2AttitudesA01.;P2AttitudesA.P2AttitudesA02.;P2AttitudesA.P2AttitudesA03.;P2AttitudesA.P2AttitudesA04.;P2AttitudesA.P2AttitudesA05.;P2AttitudesA.P2AttitudesA06.;P2AttitudesA.P2NeedA01.;P2AttitudesA.P2NeedA02.;P2AttitudesB.P2AttitudesB01.;P2AttitudesB.P2AttitudesB02.;P2AttitudesB.P2AttitudesB03.;P2AttitudesB.P2AttitudesB04.;P2AttitudesB.P2AttitudesB05.;P2AttitudesB.P2AttitudesB06.;P2AttitudesB.P2NeedB01.;P2AttitudesB.P2NeedB02.;P2AttitudesC.P2AttitudesC01.;P2AttitudesC.P2AttitudesC02.;P2AttitudesC.P2AttitudesC03.;P2AttitudesC.P2AttitudesC04.;P2AttitudesC.P2AttitudesC05.;P2AttitudesC.P2AttitudesC06.;P2AttitudesC.P2NeedC01.;P2AttitudesC.P2NeedC02.;P2Use01;P2Use02;Instr3;P3Know.P3Know01.;P3Know.P3Know02.;P3AttitudesA.P3AttitudesA01.;P3AttitudesA.P3AttitudesA02.;P3AttitudesA.P3AttitudesA03.;P3AttitudesA.P3AttitudesA04.;P3AttitudesA.P3AttitudesA05.;P3AttitudesA.P3AttitudesA06.;P3AttitudesA.P3NeedA01.;P3AttitudesA.P3NeedA02.;P3AttitudesB.P3AttitudesB01.;P3AttitudesB.P3AttitudesB02.;P3AttitudesB.P3AttitudesB03.;P3AttitudesB.P3AttitudesB04.;P3AttitudesB.P3AttitudesB05.;P3AttitudesB.P3AttitudesB06.;P3AttitudesB.P3NeedB01.;P3AttitudesB.P3NeedB02.;P3AttitudesC.P3AttitudesC01.;P3AttitudesC.P3AttitudesC02.;P3AttitudesC.P3AttitudesC03.;P3AttitudesC.P3AttitudesC04.;P3AttitudesC.P3AttitudesC05.;P3AttitudesC.P3AttitudesC06.;P3AttitudesC.P3NeedC01.;P3AttitudesC.P3NeedC02.;P3Use01;P3Use02;Instr4;P4Know.P4Know01.;P4Know.P4Know02.;P4AttitudesA.P4AttitudesA01.;P4AttitudesA.P4AttitudesA02.;P4AttitudesA.P4AttitudesA03.;P4AttitudesA.P4AttitudesA04.;P4AttitudesA.P4AttitudesA05.;P4AttitudesA.P4AttitudesA06.;P4AttitudesA.P4NeedA01.;P4AttitudesA.P4NeedA02.;P4AttitudesB.P4AttitudesB01.;P4AttitudesB.P4AttitudesB02.;P4AttitudesB.P4AttitudesB03.;P4AttitudesB.P4AttitudesB04.;P4AttitudesB.P4AttitudesB05.;P4AttitudesB.P4AttitudesB06.;P4AttitudesB.P4NeedB01.;P4AttitudesB.P4NeedB02.;P4AttitudesC.P4AttitudesC01.;P4AttitudesC.P4AttitudesC02.;P4AttitudesC.P4AttitudesC03.;P4AttitudesC.P4AttitudesC04.;P4AttitudesC.P4AttitudesC05.;P4AttitudesC.P4AttitudesC06.;P4AttitudesC.P4NeedC01.;P4AttitudesC.P4NeedC02.;P4Use01;P4Use02;Instr5;P5Know.P5Know01.;P5Know.P5Know02.;P5AttitudesA.P5AttitudesA01.;P5AttitudesA.P5AttitudesA02.;P5AttitudesA.P5AttitudesA03.;P5AttitudesA.P5AttitudesA04.;P5AttitudesA.P5AttitudesA05.;P5AttitudesA.P5AttitudesA06.;P5AttitudesA.P5NeedA01.;P5AttitudesA.P5NeedA02.;P5AttitudesB.P5AttitudesB01.;P5AttitudesB.P5AttitudesB02.;P5AttitudesB.P5AttitudesB03.;P5AttitudesB.P5AttitudesB04.;P5AttitudesB.P5AttitudesB05.;P5AttitudesB.P5AttitudesB06.;P5AttitudesB.P5NeedB01.;P5AttitudesB.P5NeedB02.;P5AttitudesC.P5AttitudesC01.;P5AttitudesC.P5AttitudesC02.;P5AttitudesC.P5AttitudesC03.;P5AttitudesC.P5AttitudesC04.;P5AttitudesC.P5AttitudesC05.;P5AttitudesC.P5AttitudesC06.;P5AttitudesC.P5NeedC01.;P5AttitudesC.P5NeedC02.;P5Use01;P5Use02;Age;Gender;Gender.other.;Section
Token_2384;03/07/2019 18:13;11;en;714440990;03/07/2019 18:03;03/07/2019 18:13;NA;NA;NA;4;7;7;1;7;1;7;1;6;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;NA;NA;1;NA;NA;NA;4;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;6;1;6;1;6;1;6;1;0;1;NA;4;7;6;1;6;1;6;1;5;1;6;1;6;1;6;1;6;1;7;1;7;1;7;1;7;1;0;1;NA;2;6;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;0;NA;4;5;4;2;3;5;3;5;6;1;7;1;6;1;6;1;7;1;7;1;7;1;7;1;7;1;0;0;29;Female;NA;HUM
Token_2396;03/07/2019 18:58;11;en;1506528439;03/07/2019 18:13;03/07/2019 18:58;NA;NA;NA;3;5;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;5;2;5;2;4;2;3;2;0;NA;NA;1;Open Access Publisher;NA;NA;3;5;5;1;6;1;5;1;4;1;5;1;5;1;4;1;4;1;6;1;6;1;6;1;6;1;0;NA;NA;1;6;5;1;5;1;5;1;5;1;6;1;5;1;5;1;5;1;6;1;6;1;6;1;6;1;0;0;NA;1;5;4;2;3;2;3;2;3;2;3;2;3;2;3;2;3;2;5;2;5;2;5;2;5;2;0;0;NA;4;6;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;0;1;40;Female;NA;BM
Token_2405;03/07/2019 19:11;11;en;2136021546;03/07/2019 18:18;03/07/2019 19:11;NA;NA;NA;4;6;7;NA;5;NA;5;NA;5;NA;6;NA;6;NA;6;NA;7;NA;5;NA;5;NA;4;NA;3;NA;0;NA;NA;NA;NA;NA;NA;2;6;6;NA;7;NA;6;NA;6;NA;7;NA;7;NA;6;NA;6;NA;5;NA;4;NA;6;NA;4;NA;0;0;NA;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;1;7;5;NA;6;NA;7;NA;7;NA;7;NA;7;NA;7;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;1;3;3;NA;3;NA;4;NA;4;NA;4;NA;4;NA;5;NA;5;NA;1;1;1;1;1;1;1;1;0;0;29;Female;NA;BM
Token_2408;03/07/2019 18:37;11;en;2078518518;03/07/2019 18:21;03/07/2019 18:37;NA;NA;NA;5;7;7;2;7;3;7;3;6;1;7;1;7;1;7;1;5;1;7;1;7;3;7;3;7;3;1;Open Access Publisher;NA;1;Open Access Publisher;NA;NA;2;7;7;1;7;1;7;1;7;1;7;1;6;3;7;2;7;2;6;3;7;4;7;3;7;3;0;0;NA;1;4;4;5;3;7;3;3;3;2;2;5;2;2;2;4;1;5;3;3;5;2;4;2;3;1;0;0;NA;2;4;2;2;2;2;2;2;2;2;2;3;2;4;2;4;2;4;5;2;5;2;5;2;5;2;0;0;NA;4;3;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;0;NA;Male;NA;CPT
Token_2411;03/07/2019 20:39;11;en;255694506;03/07/2019 18:21;03/07/2019 20:39;NA;NA;NA;6;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;5;3;7;7;7;1;0;NA;NA;0;NA;NA;NA;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;5;1;7;7;7;1;0;0;NA;1;7;6;2;7;1;7;3;5;1;7;1;7;1;7;5;6;1;5;2;4;3;4;5;3;4;0;0;NA;1;7;7;1;5;1;5;1;7;1;7;1;5;1;7;1;7;1;5;1;5;1;5;5;5;1;0;0;NA;1;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;0;28;Female;NA;BM
Token_2417;03/07/2019 18:43;11;en;456831157;03/07/2019 18:33;03/07/2019 18:43;NA;NA;NA;5;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;1;Open Access Publisher;NA;1;Open Access Publisher;NA;NA;5;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;1;NA;3;7;5;1;4;4;4;4;2;2;5;1;4;1;6;1;4;1;7;1;7;1;7;1;7;1;0;0;NA;3;7;7;1;5;5;5;5;1;3;7;1;7;1;5;5;1;3;7;1;7;1;7;1;1;3;0;0;NA;5;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;0;26;Male;NA;BM
Token_2420;03/07/2019 20:40;11;en;802607577;03/07/2019 18:38;03/07/2019 20:40;NA;NA;NA;6;2;7;1;6;1;6;1;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;Open Access Publisher;NA;NA;NA;NA;NA;6;2;7;2;5;2;5;2;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;3;3;4;3;4;3;4;3;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;6;1;4;4;3;3;4;3;4;3;3;2;2;2;3;2;3;2;3;2;3;2;3;2;3;2;0;0;30;Female;NA;BM
Token_2441;03/07/2019 19:06;11;en;1007053095;03/07/2019 18:51;03/07/2019 19:06;NA;NA;NA;3;6;7;1;7;3;7;3;7;1;7;1;7;1;7;4;6;1;5;3;6;1;5;1;4;4;0;NA;NA;NA;NA;NA;NA;4;6;7;1;7;4;7;1;7;1;7;1;7;5;7;2;5;2;5;1;7;1;5;1;3;3;0;1;NA;1;5;4;5;4;5;4;5;2;6;6;2;6;2;5;4;2;5;5;3;4;4;5;1;1;7;0;0;NA;1;6;6;2;6;2;5;2;3;5;6;3;6;4;6;4;3;5;4;4;5;3;4;1;6;4;0;0;NA;2;5;7;1;7;1;7;1;7;1;7;2;7;1;7;1;7;1;5;3;6;2;7;1;6;2;0;0;27;Male;NA;BM
Token_2444;03/07/2019 19:18;11;en;168726483;03/07/2019 18:53;03/07/2019 19:18;NA;NA;NA;7;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;5;2;1;Open Access Publisher;NA;NA;NA;NA;NA;3;5;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;5;2;1;NA;NA;1;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;4;4;4;4;4;4;4;4;0;NA;NA;1;5;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;4;4;4;4;4;4;4;4;0;NA;NA;6;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;0;29;Male;NA;BM
Token_2480;03/07/2019 19:47;11;en;1844687186;03/07/2019 19:41;03/07/2019 19:47;NA;NA;NA;6;5;6;1;4;2;5;1;6;1;6;1;3;1;4;1;5;1;6;1;4;1;4;1;4;1;1;Open Access Publisher;NA;1;Open Access Publisher;NA;NA;4;5;5;1;5;1;5;1;5;1;5;1;5;1;5;1;5;1;5;1;5;1;5;1;5;1;1;1;NA;1;2;3;1;3;1;3;1;3;1;2;2;2;2;2;2;2;2;5;1;4;1;4;1;4;1;0;0;NA;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;3;1;3;1;3;1;3;1;0;0;NA;3;4;5;1;4;1;6;1;7;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;0;0;29;Female;NA;BM
Token_2495;03/07/2019 23:18;11;en;1743650613;03/07/2019 19:52;03/07/2019 23:18;NA;NA;NA;6;5;7;1;6;2;6;2;6;2;7;1;6;2;6;2;5;2;7;1;6;2;6;2;6;2;1;Open Access Publisher;NA;1;Open Access Publisher;NA;NA;5;6;7;1;6;2;5;3;6;2;7;1;6;2;6;2;5;3;5;2;5;3;5;3;4;4;1;1;NA;5;5;5;3;4;4;4;4;2;2;6;2;5;3;5;3;5;3;5;3;5;3;5;3;5;3;0;0;NA;5;6;6;2;6;2;6;2;4;4;6;2;6;2;6;2;5;3;5;2;5;2;5;3;4;4;0;1;NA;6;5;5;3;5;3;5;3;5;3;7;1;6;2;6;2;5;3;6;2;5;3;5;3;5;3;0;0;26;Male;NA;BM
Token_2534;03/07/2019 21:16;11;en;1745042582;03/07/2019 20:59;03/07/2019 21:16;NA;NA;NA;6;5;5;1;5;1;5;1;3;3;5;1;5;1;5;1;3;3;2;4;2;1;3;1;2;3;0;NA;NA;NA;NA;NA;NA;4;6;7;1;7;1;7;1;6;1;7;1;7;1;7;1;6;1;2;4;2;1;2;2;2;4;0;0;NA;7;2;6;1;6;5;6;4;3;3;6;1;6;5;6;4;3;3;2;5;2;1;2;1;2;6;0;0;NA;6;4;6;1;6;5;6;5;4;4;6;1;6;5;6;5;4;4;2;5;2;1;2;1;1;5;0;0;NA;2;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;0;28;Male;NA;CPT
Token_2543;03/07/2019 23:17;11;en;939642037;03/07/2019 21:32;03/07/2019 23:17;NA;NA;NA;6;6;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;NA;NA;1;Open Access Publisher;NA;NA;1;4;5;2;5;2;5;2;1;1;5;2;5;2;5;2;1;1;6;1;6;1;6;1;6;1;0;0;NA;3;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;1;7;1;7;1;7;1;0;0;NA;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;1;5;1;7;1;5;1;0;0;28;Male;NA;CPT
Token_2546;03/07/2019 21:49;11;en;433231243;03/07/2019 21:34;03/07/2019 21:49;NA;NA;NA;3;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;NA;NA;NA;NA;NA;NA;3;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;NA;NA;1;1;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;NA;NA;NA;1;1;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;NA;NA;NA;7;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;1;1;27;Male;NA;BM
Token_2570;03/07/2019 23:27;11;en;19526659;03/07/2019 23:13;03/07/2019 23:27;NA;NA;NA;6;6;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;5;1;4;1;5;1;7;1;1;Open Access Publisher;NA;1;Open Access Publisher;NA;NA;5;5;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;2;4;4;1;5;1;7;7;1;1;NA;1;6;3;1;3;1;4;1;3;3;3;3;1;1;3;3;1;3;1;3;1;1;3;1;1;3;0;0;NA;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;5;1;6;1;7;1;0;0;NA;6;6;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;0;28;Male;NA;CPT
Token_2585;04/07/2019 4:16;11;en;2100316976;04/07/2019 3:52;04/07/2019 4:16;NA;NA;NA;6;2;7;1;7;1;7;2;6;1;7;1;7;1;6;2;5;1;5;1;5;1;5;1;4;1;0;NA;NA;1;Open Access Publisher;NA;NA;5;3;7;1;6;1;6;1;6;1;7;1;7;1;7;1;7;1;5;2;5;2;5;2;3;2;0;NA;NA;4;6;4;2;4;3;5;1;4;2;4;2;4;2;4;1;3;1;3;2;3;1;3;1;2;1;0;NA;NA;3;6;3;1;3;1;3;1;3;1;4;1;5;1;4;1;4;1;3;2;3;2;3;1;3;2;0;NA;NA;7;2;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;5;1;5;1;5;1;4;1;0;NA;31;Male;NA;HUM
Token_2588;04/07/2019 6:17;11;en;1005597605;04/07/2019 6:07;04/07/2019 6:17;NA;NA;NA;3;6;5;4;5;3;5;3;5;3;5;3;5;3;5;3;5;3;5;3;6;3;5;3;6;3;1;Open Access Publisher;NA;1;Open Access Publisher;NA;NA;3;6;5;3;5;3;5;3;5;3;5;2;5;3;5;3;5;3;5;3;5;3;5;3;6;3;1;1;NA;4;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;0;NA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;NA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;0;30;Female;NA;NA
Token_2591;04/07/2019 6:26;11;en;54559081;04/07/2019 6:16;04/07/2019 6:26;NA;NA;NA;5;6;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;1;Other;Scientific Reports;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33;Male;NA;CPT
Token_2597;04/07/2019 6:59;11;en;1393754112;04/07/2019 6:27;04/07/2019 6:59;NA;NA;NA;3;4;5;1;6;2;6;2;4;3;5;1;6;2;6;2;4;3;3;5;4;2;6;4;2;5;0;NA;NA;0;NA;NA;NA;2;4;5;1;6;2;6;2;3;4;5;1;6;2;6;2;3;4;2;4;4;2;5;4;2;4;0;0;NA;2;3;2;4;2;4;2;5;2;5;2;5;2;4;2;5;1;4;1;5;4;4;2;4;1;5;0;0;NA;2;3;4;2;5;2;5;2;4;4;4;2;5;2;5;2;4;4;1;4;2;4;1;5;1;3;0;0;NA;4;3;5;1;6;2;6;3;6;2;5;1;6;2;6;3;6;2;4;1;5;1;4;1;3;2;0;0;25;Male;NA;CPT
Token_2600;04/07/2019 7:31;11;en;1061872417;04/07/2019 6:43;04/07/2019 7:31;NA;NA;NA;6;2;7;1;6;2;7;1;7;1;7;1;6;2;7;1;7;1;7;1;7;1;7;1;7;1;1;Open Access Publisher;NA;1;Open Access Publisher;NA;NA;5;3;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;7;1;7;1;7;1;6;2;0;1;NA;1;7;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;6;2;6;2;4;4;4;4;0;0;NA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;0;NA;5;3;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;0;0;30;Male;NA;BM
Token_2603;04/07/2019 7:07;11;en;1108754627;04/07/2019 6:52;04/07/2019 7:07;NA;NA;NA;5;6;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;5;2;5;2;5;2;5;2;1;Open Access Publisher;NA;1;NA;NA;NA;5;5;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;5;3;5;3;5;3;5;3;1;1;NA;1;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24;Male;NA;CPT
Token_2606;04/07/2019 7:08;11;en;6467583;04/07/2019 6:57;04/07/2019 7:08;NA;NA;NA;4;5;5;1;5;1;5;1;4;2;7;1;5;3;5;3;3;3;6;3;5;2;6;1;5;1;0;NA;NA;0;NA;NA;NA;4;5;6;1;5;3;5;3;4;1;7;1;5;3;5;3;5;3;6;2;5;3;5;3;5;3;0;0;NA;1;2;3;5;3;5;3;3;2;5;3;5;3;5;3;3;2;5;5;3;5;3;5;3;5;3;0;0;NA;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;0;0;NA;1;1;5;3;4;4;4;4;3;4;5;3;4;4;4;4;3;4;7;2;5;2;5;2;5;2;0;0;28;Female;NA;CPT
Token_2612;04/07/2019 7:22;11;en;575462332;04/07/2019 7:12;04/07/2019 7:22;NA;NA;NA;1;2;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;0;NA;NA;0;NA;NA;NA;1;2;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;0;1;NA;1;2;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;0;1;NA;1;2;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;0;1;NA;1;2;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;0;1;28;NA;NA;CPT
Token_2618;04/07/2019 7:30;11;en;1103904748;04/07/2019 7:18;04/07/2019 7:30;NA;NA;NA;3;7;7;1;6;2;5;2;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;1;Open Access Publisher;NA;1;Open Access Publisher;NA;NA;3;7;6;2;6;2;6;3;6;2;7;1;7;1;7;1;6;2;5;2;5;1;5;1;4;2;1;1;NA;5;7;7;1;6;3;6;3;7;1;7;1;6;2;6;2;6;2;5;2;3;1;5;1;5;1;1;1;NA;2;7;7;1;4;1;5;1;6;1;7;1;7;1;7;1;6;1;4;1;5;1;5;1;3;1;0;0;NA;4;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;4;1;4;1;4;1;4;1;1;0;29;Female;NA;HUM
Token_2624;04/07/2019 7:47;11;en;789325466;04/07/2019 7:35;04/07/2019 7:47;NA;NA;NA;5;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;5;1;5;1;5;1;5;1;0;NA;NA;1;NA;NA;NA;5;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;6;1;6;1;6;1;6;1;0;1;NA;4;6;5;2;5;1;5;1;5;2;5;2;5;1;5;1;5;2;4;2;4;2;4;1;4;2;0;0;NA;3;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;6;1;6;1;6;1;6;1;0;1;NA;5;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;6;1;6;1;6;1;6;1;0;1;24;Female;NA;BM
Token_2639;04/07/2019 8:09;11;en;1310591155;04/07/2019 7:56;04/07/2019 8:09;NA;NA;NA;6;7;7;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;NA;NA;NA;1;NA;NA;NA;7;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;NA;1;NA;1;6;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;NA;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29;Male;NA;BM
Token_2642;04/07/2019 8:28;11;en;1754942415;04/07/2019 8:04;04/07/2019 8:28;NA;NA;NA;6;2;5;3;5;3;5;3;4;4;4;4;4;4;4;4;4;4;5;3;5;1;4;1;4;4;NA;NA;NA;NA;NA;NA;NA;4;4;7;1;7;1;7;1;4;4;7;1;7;1;7;1;7;1;7;1;7;1;7;1;5;3;1;1;NA;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;4;4;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;1;0;27;Female;NA;CPT
Token_2645;04/07/2019 8:30;11;en;1264693298;04/07/2019 8:11;04/07/2019 8:30;NA;NA;NA;3;5;6;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;NA;NA;1;Open Access Publisher;NA;NA;2;5;5;1;5;1;5;1;5;1;7;1;7;1;7;1;7;1;5;1;5;1;5;1;5;1;0;1;NA;2;5;2;4;2;6;2;5;1;7;4;4;4;2;3;3;1;6;4;2;2;7;2;6;1;7;0;0;NA;1;5;3;4;2;5;2;5;1;7;4;4;1;6;1;6;1;7;4;4;2;5;2;5;1;7;0;0;NA;2;5;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;0;32;Female;NA;BM
